Date,Day,Month,Year,PM25,PM10,NO2,NH3,SO2,CO,Ozone,RH,WS,WD,SR,Temp,Dew,Pre,Season,IsWeekday,PM25_AQI,PM10_AQI,SO2_AQI,NO2_AQI,CO_AQI,Ozone_AQI,NH3_AQI,AQI
2023-07-26,26,7,2023,32.108695652174,53.163043478261,31.289583333333,23.230208333333,34.752500000000005,0.69791666666667,27.452272727273,85.463541666667,0.85520833333333,182.40625,42.028125,30.29,25.88,1.7312499999999995,2,1,53.51449275362333,53.163043478261,43.440625000000004,39.111979166666245,0.0,27.452272727273,23.230208333333,53.51449275362333
2023-07-27,27,7,2023,45.84375,76.34375,34.821875,21.425,14.275,0.775,31.575,77.69375,0.5625,162.97916666667,97.642708333333,29.08,26.27,1.7312499999999995,2,1,76.40625,76.34375,17.84375,43.52734375,0.0,31.575,21.425,76.40625
2023-07-28,28,7,2023,35.510416666667,59.489583333333,31.838541666667,21.123958333333,14.275,0.67916666666667,36.585869565217,82.333333333333,0.53854166666667,169.6875,92.733333333333,29.4,25.77,1.7312499999999995,2,1,59.18402777777833,59.489583333333,17.84375,39.79817708333375,0.0,36.585869565217,21.123958333332997,59.489583333333
2023-07-29,29,7,2023,18.731884057971,33.257575757576,21.19375,19.464583333333,2.7035714285714,0.57604166666667,29.289772727273,87.252083333333,0.59895833333333,184.0625,79.15,29.73,26.46,1.7312499999999995,2,0,31.219806763285003,33.257575757576,3.37946428571425,26.4921875,0.0,29.289772727272997,19.464583333333,33.257575757576
2023-07-30,30,7,2023,24.03125,46.291666666667,24.141666666667,17.266666666667,0.75833333333333,0.5125,18.7,77.716666666667,0.57708333333333,177.78125,106.51458333333,29.73,26.28,1.68,2,0,40.052083333333336,46.291666666667,0.9479166666666625,30.17708333333375,0.0,18.7,17.266666666667,46.291666666667
2023-07-31,31,7,2023,49.25,83.739583333333,26.939583333333,18.954166666667,2.7961805555556,0.659375,42.355681818182,76.019791666667,0.63333333333333,178.46875,96.946875,30.23,25.82,0.62,2,1,82.08333333333334,83.739583333333,3.4952256944444997,33.67447916666625,0.0,42.355681818182,18.954166666667,83.739583333333
2023-08-01,1,8,2023,37.958333333333,78.916666666667,22.853125,24.767708333333,6.715625,0.47604166666667,27.125,72.742708333333,0.821875,178.83333333333,105.19895833333,30.76,25.8,0.01,2,1,63.26388888888834,78.916666666667,8.39453125,28.56640625,0.0,27.125,24.767708333333005,78.916666666667
2023-08-02,2,8,2023,39.166666666667,81.263888888889,19.86875,19.888541666667,5.5510416666667,0.48229166666667,37.594696969697,76.497916666667,0.890625,177.3125,113.890625,30.78,26.08,1.7312499999999995,2,1,65.27777777777833,81.263888888889,6.938802083333376,24.835937499999996,0.0,37.594696969697,19.888541666667,81.263888888889
2023-08-03,3,8,2023,44.111111111111,89.920138888889,20.071875,18.897916666667,6.69,0.54479166666667,37.086956521739,79.901041666667,0.71145833333333,181.03125,109.19791666667,30.41,26.16,1.7312499999999995,2,1,73.51851851851833,89.920138888889,8.3625,25.089843749999996,0.0,37.086956521739,18.897916666667,89.920138888889
2023-08-04,4,8,2023,53.46875,89.010416666667,30.21875,20.296875,15.861842105263,0.80729166666667,57.287745098039,84.936458333333,0.42083333333333,171.89583333333,53.016666666667,30.15,26.82,1.7312499999999995,2,1,89.11458333333334,89.010416666667,19.82730263157875,37.7734375,0.0,57.287745098039,20.296875,89.11458333333334
2023-08-05,5,8,2023,52.328947368421,83.703703703704,32.333771929825,21.402192982456,16.614035087719,0.93,23.98,91.117105263158,0.35877192982456,170.51315789474,54.864473684211,29.08,26.15,1.7312499999999995,2,0,87.21491228070167,83.703703703704,20.767543859648747,40.417214912281246,0.0,23.98,21.402192982456,87.21491228070167
2023-08-06,6,8,2023,48.552083333333,96.277777777778,21.371875,24.167708333333,4.2989130434783,0.503125,35.484210526316,73.825,1.0270833333333,179.67708333333,113.27604166667,30.02,25.3,1.72,2,0,80.92013888888835,96.277777777778,5.373641304347875,26.71484375,0.0,35.484210526316,24.167708333333,96.277777777778
2023-08-07,7,8,2023,53.947916666667,112.29166666667,20.879166666667,17.78125,17.453125,0.415625,22.6,70.983333333333,1.2552083333333,180.80208333333,103.37395833333,29.66,25.23,0.06,2,1,89.913194444445,108.19444444444666,21.81640625,26.09895833333375,0.0,22.6,17.78125,108.19444444444666
2023-08-08,8,8,2023,53.25,134.5,20.985416666667,14.75,12.83125,0.43541666666667,24.919318181818,72.190625,1.2833333333333,179.92708333333,109.91979166667,29.65,25.35,0.0,2,1,88.75,123.0,16.0390625,26.23177083333375,0.0,24.919318181818,14.75,123.0
2023-08-09,9,8,2023,63.364583333333,154.16666666667,23.9125,13.848958333333,18.222916666667,0.49895833333333,25.454347826087,71.609375,0.99583333333333,182.70833333333,100.10625,30.01,25.09,0.18,2,1,111.21527777777668,136.11111111111333,22.778645833333748,29.890625,0.0,25.454347826087,13.848958333333,136.11111111111333
2023-08-10,10,8,2023,57.444444444444,132.35294117647,23.2,15.215833333333,16.559259259259,0.34362745098039,18.288235294118,73.838888888889,0.80925925925926,183.25,80.503240740741,30.03,24.86,0.41,2,1,95.74074074074,121.56862745098002,20.699074074073753,29.0,0.0,18.288235294118,15.215833333333,121.56862745098002
2023-08-11,11,8,2023,64.904761904762,163.6875,1.8,0.39444444444444,15.615909090909,0.63287037037037,12.515,69.059090909091,0.675,178.97727272727,90.547727272727,30.33,24.62,0.12,2,1,116.34920634920665,142.45833333333334,19.51988636363625,2.25,0.0,12.515,0.39444444444444005,142.45833333333334
2023-08-12,12,8,2023,53.857142857143,129.47619047619,47.000625,0.19490740740741,18.151587301587,0.46666666666667,33.957575757576,63.40119047619,1.1468253968254,178.81349206349,75.528968253968,29.95,23.89,0.0,2,0,89.76190476190501,119.65079365079333,22.68948412698375,58.75078125,0.0,33.957575757576,0.19490740740741,119.65079365079333
2023-08-13,13,8,2023,43.885416666667,99.822916666667,47.000625,0.1,15.478125,0.0,29.92803030303,69.459375,1.015625,193.80208333333,103.75520833333,30.11,24.36,0.03,2,0,73.14236111111165,99.822916666667,19.34765625,58.75078125,0.0,29.92803030303,0.1,99.822916666667
2023-08-14,14,8,2023,54.28125,118.05555555556,32.546428571428,2.8363636363636,14.233680555555,0.29479166666667,58.675595238095,72.945833333333,0.56770833333333,199.30208333333,79.572916666667,28.48,23.76,0.01,2,1,90.46875,112.03703703704001,17.792100694443754,40.683035714285,0.0,58.675595238095,2.8363636363636,112.03703703704001
2023-08-15,15,8,2023,65.541666666667,105.04166666667,47.000625,26.25,15.752083333333,0.74239130434783,38.1,81.280208333333,0.53125,189.88541666667,83.898958333333,29.77,24.12,1.7312499999999995,2,1,118.47222222222332,103.36111111111333,19.69010416666625,58.75078125,0.0,38.1,26.25,118.47222222222332
2023-08-16,16,8,2023,68.170454545455,125.96527777778,28.59375,7.4198717948718,14.645833333333,0.746875,47.090151515151,75.261458333333,0.54479166666667,184.75,95.622916666667,30.44,24.58,1.7312499999999995,2,1,127.23484848485,117.31018518518667,18.307291666666252,35.7421875,0.0,47.090151515151,7.4198717948718,127.23484848485
2023-08-17,17,8,2023,74.857142857143,160.95833333333,31.638541666667,16.728125,15.963541666667,0.49545454545454,21.930833333333,65.472619047619,0.85357142857143,180.08333333333,125.22142857143,31.03,24.47,0.16,2,1,149.52380952381,140.63888888888667,19.954427083333748,39.54817708333375,0.0,21.930833333333,16.728125,149.52380952381
2023-08-18,18,8,2023,61.240740740741,174.06111111111,36.634523809524,18.832142857143,12.471590909091,0.65681818181818,48.495238095238,62.348717948718,0.60448717948718,172.59615384615,100.40512820513,31.01,24.58,1.7312499999999995,2,1,104.13580246913668,149.37407407407332,15.58948863636375,45.793154761905,0.0,48.495238095238,18.832142857143,149.37407407407332
2023-08-19,19,8,2023,67.489583333333,137.03333333333,30.826086956522,12.560869565217,14.042045454545,0.73541666666667,38.755882352941,81.678125,0.54791666666667,170.22916666667,63.160416666667,30.2,26.12,1.7312499999999995,2,0,124.96527777777668,124.68888888888667,17.55255681818125,38.5326086956525,0.0,38.755882352941,12.560869565217,124.96527777777668
2023-08-20,20,8,2023,47.53125,76.527777777778,47.000625,26.25,34.752500000000005,0.37583333333333,30.091666666667,72.563541666667,0.87395833333333,173.9375,94.483333333333,31.12,25.66,0.25,2,0,79.21875,76.527777777778,43.440625000000004,58.75078125,0.0,30.091666666666995,26.25,79.21875
2023-08-21,21,8,2023,51.0,80.761363636364,21.16875,9.8428571428571,34.752500000000005,0.34801587301587,50.864215686274,72.440625,0.64479166666667,179.25,105.2375,31.63,24.85,0.08,2,1,85.0,80.761363636364,43.440625000000004,26.4609375,0.0,50.864215686274,9.8428571428571,85.0
2023-08-22,22,8,2023,51.666666666667,96.177083333333,8.63125,8.9864583333333,26.475925925926,0.38849206349206,28.3625,80.285416666667,0.77604166666667,197.89583333333,81.823958333333,31.29,25.86,1.7312499999999995,2,1,86.11111111111165,96.177083333333,33.0949074074075,10.7890625,0.0,28.3625,8.9864583333333,96.177083333333
2023-08-23,23,8,2023,30.625,55.333333333333,5.7118055555556,7.00625,12.613405797101,0.58055555555556,25.909027777778,88.713541666667,0.64583333333333,199.10416666667,20.727083333333,29.39,25.42,1.7312499999999995,2,1,51.041666666666664,55.333333333333,15.76675724637625,7.1397569444445,0.0,25.909027777778,7.00625,55.333333333333
2023-08-24,24,8,2023,41.203125,84.75,4.384375,5.6676470588235,7.6529411764706,0.21597222222222,25.863235294118,79.841176470588,0.68382352941176,187.86764705882,130.95294117647,29.26,23.8,0.03,2,1,68.671875,84.75,9.56617647058825,5.480468750000001,0.0,25.863235294118,5.667647058823501,84.75
2023-08-25,25,8,2023,55.846153846154,143.48717948718,9.8319444444444,7.28125,11.614814814815,0.57692307692308,21.490384615385,65.632692307692,0.72692307692308,194.05769230769,96.751923076923,29.6,23.32,0.01,2,1,93.07692307692334,128.99145299145331,14.51851851851875,12.289930555555499,0.0,21.490384615385,7.28125,128.99145299145331
2023-08-26,26,8,2023,81.34375,192.06944444444,8.5833333333333,5.8020833333333,4.9958333333333,0.478125,27.880208333333,64.68125,0.88958333333333,177.47916666667,103.403125,29.77,22.91,0.0,2,0,171.14583333333331,161.37962962962666,6.244791666666624,10.729166666666625,0.0,27.880208333333,5.802083333333301,171.14583333333331
2023-08-27,27,8,2023,102.375,237.01388888889,7.0166666666667,5.2625,8.6910714285714,0.32916666666667,32.973958333333,60.514583333333,1.1041666666667,176.66666666667,107.63958333333,29.81,22.4,0.1,2,0,241.25,191.34259259259335,10.86383928571425,8.770833333333375,0.0,32.973958333333,5.2625,241.25
2023-08-28,28,8,2023,97.714285714286,205.93650793651,19.740079365079,9.0555555555556,8.3333333333333,0.75416666666667,32.431349206349,66.817857142857,0.85793650793651,175.22619047619,67.126984126984,30.41,23.28,0.11,2,1,225.7142857142867,170.62433862434,10.416666666666625,24.675099206348754,0.0,32.431349206349,9.0555555555556,225.7142857142867
2023-08-29,29,8,2023,90.78125,190.19791666667,30.601736111111,16.239583333333,11.319444444444,0.78159722222222,29.807352941176,65.529166666667,0.77083333333333,178.11458333333,109.478125,30.17,23.26,0.03,2,1,202.60416666666666,160.13194444444667,14.149305555555,38.25217013888875,0.0,29.807352941176,16.239583333333,202.60416666666666
2023-08-30,30,8,2023,80.895833333333,173.125,35.095833333333,17.757291666667,10.189285714286,0.83541666666667,26.598263888889,66.539583333333,0.76979166666667,174.875,105.03854166667,30.43,22.86,0.0,2,1,169.6527777777767,148.75,12.736607142857498,43.869791666666245,0.0,26.598263888889,17.757291666667,169.6527777777767
2023-08-31,31,8,2023,79.479166666667,168.13541666667,35.58125,19.091666666667,7.6409090909091,0.925,24.745833333333,68.233333333333,0.628125,188.22916666667,98.323958333333,30.54,22.69,0.0,2,1,164.93055555555665,145.42361111111333,9.551136363636376,44.47656249999999,0.0,24.745833333333,19.091666666667,164.93055555555665
2023-09-01,1,9,2023,75.041666666667,167.40972222222,31.234090909091,22.090909090909,13.017391304348,0.79652777777778,20.471739130435,63.845486111111,0.74375,178.20138888889,109.98159722222,30.85,21.79,0.0,3,1,150.13888888889,144.93981481481333,16.271739130435,39.042613636363754,0.0,20.471739130435,22.090909090908998,150.13888888889
2023-09-02,2,9,2023,70.145833333333,158.41666666667,32.06875,25.902564102564,15.138333333333,0.67537878787879,22.836231884058,61.073958333333,0.82604166666667,176.21875,108.97604166667,30.22,20.32,0.0,3,0,133.81944444444335,138.94444444444667,18.92291666666625,40.0859375,0.0,22.836231884058,25.902564102564,138.94444444444667
2023-09-03,3,9,2023,69.552083333333,164.07291666667,30.322368421053,18.4,24.08115942029,0.67743055555555,22.018402777778,61.429166666667,0.83020833333333,177.90625,111.128125,30.12,19.23,0.0,3,0,131.84027777777666,142.71527777778,30.1014492753625,37.90296052631625,0.0,22.018402777778,18.4,142.71527777778
2023-09-04,4,9,2023,64.979166666667,153.125,33.271875,21.206944444444,18.954861111111,0.64652777777778,42.213194444444,60.813541666667,0.73229166666667,175.89583333333,110.79270833333,30.52,20.42,0.0,3,1,116.59722222222332,135.41666666666666,23.69357638888875,41.58984375,0.0,42.213194444444,21.206944444444,135.41666666666666
2023-09-05,5,9,2023,58.777777777778,124.71180555556,54.177173913043,26.361363636364,21.575,0.85173611111111,66.278819444444,62.184375,0.71979166666667,167.30208333333,106.91666666667,30.62,22.42,0.35,3,1,97.96296296296333,116.47453703704,26.96875,67.72146739130375,0.0,66.278819444444,26.361363636364,116.47453703704
2023-09-06,6,9,2023,42.625,116.13541666667,52.832954545454,25.08446969697,15.879166666667,0.77083333333333,47.260294117647,65.423958333333,0.51354166666667,186.59375,86.188541666667,30.96,22.31,0.09,3,1,71.04166666666667,110.75694444444666,19.848958333333748,66.0411931818175,0.0,47.260294117647,25.08446969697,110.75694444444666
2023-09-07,7,9,2023,42.46875,91.704861111111,42.458333333333,18.876041666667,21.5625,0.96041666666667,54.359375,67.342708333333,0.50729166666667,175.53125,101.86354166667,31.4,21.41,0.06,3,1,70.78125,91.704861111111,26.953125,53.07291666666625,0.0,54.359375,18.876041666667,91.704861111111
2023-09-08,8,9,2023,28.614583333333,67.722222222222,23.566666666667,24.626388888889,17.670833333333,0.5625,54.70931372549,65.826041666667,1.0135416666667,181.78125,105.29791666667,30.03,21.9,1.7312499999999995,3,1,47.690972222221674,67.722222222222,22.088541666666252,29.45833333333375,0.0,54.70931372549,24.626388888889,67.722222222222
2023-09-09,9,9,2023,14.815217391304,47.521739130435,18.029166666667,19.251041666667,15.871875,0.540625,21.710416666667,82.19375,1.3979166666667,163.95833333333,73.44375,28.22,24.34,1.7312499999999995,3,0,24.692028985506667,47.521739130435,19.83984375,22.536458333333748,0.0,21.710416666667,19.251041666667,47.521739130435
2023-09-10,10,9,2023,13.826086956522,53.011363636364,17.473958333333,19.109375,22.752083333333,0.54895833333333,21.554166666667,91.023958333333,0.73333333333333,162.63541666667,48.023958333333,27.8,25.01,1.7312499999999995,3,0,23.04347826087,53.011363636364,28.440104166666252,21.842447916666252,0.0,21.554166666667,19.109375,53.011363636364
2023-09-11,11,9,2023,32.840277777778,95.625,40.78125,20.471875,26.939583333333,0.97173913043478,31.30625,82.765625,0.82395833333333,163.63541666667,63.0875,28.53,23.88,0.33,3,1,54.73379629629667,95.625,33.67447916666625,50.9765625,0.0,31.30625,20.471875,95.625
2023-09-12,12,9,2023,44.760416666667,115.875,45.591319444444,19.873263888889,12.184375,1.1003472222222,43.806597222222,79.5875,0.48541666666667,182.89583333333,97.569791666667,29.48,23.52,0.03,3,1,74.600694444445,110.58333333333333,15.23046875,56.989149305554996,0.0,43.806597222221995,19.873263888889,110.58333333333333
2023-09-13,13,9,2023,56.583333333333,128.47916666667,35.910416666667,18.240625,15.7,1.0375,44.710416666667,78.115625,0.56666666666667,193.28125,104.37083333333,29.97,24.58,0.01,3,1,94.305555555555,118.98611111111335,19.625,44.88802083333375,0.0,44.710416666666994,18.240625,118.98611111111335
2023-09-14,14,9,2023,64.322916666667,139.5625,41.666666666667,23.401041666667,17.822916666667,1.0645833333333,42.174637681159,75.427083333333,0.55729166666667,203.5,97.25,30.33,25.23,1.7312499999999995,3,1,114.40972222222332,126.375,22.278645833333748,52.08333333333375,0.0,42.174637681159,23.401041666667,126.375
2023-09-15,15,9,2023,42.15625,115.90625,68.597083333333,33.125833333333,18.788541666667,0.95520833333333,45.455902777778,79.927083333333,0.81145833333333,181.95833333333,78.004166666667,29.85,25.35,1.7312499999999995,3,1,70.26041666666667,110.60416666666667,23.48567708333375,85.74635416666625,0.0,45.455902777778,33.125833333333,110.60416666666667
2023-09-16,16,9,2023,31.84375,92.71875,59.323333333333,32.418333333333,20.395833333333,0.81458333333333,23.045486111111,83.502083333333,1.3125,151.28125,72.279166666667,27.71,23.94,1.7312499999999995,3,0,53.072916666666664,92.71875,25.494791666666252,74.15416666666624,0.0,23.045486111111,32.418333333333,92.71875
2023-09-17,17,9,2023,27.770833333333,85.0,21.329166666667,20.247916666667,11.423958333333,0.5375,27.915972222222,81.347916666667,1.815,165.98958333333,70.605208333333,27.36,24.68,1.7312499999999995,3,0,46.284722222221674,85.0,14.279947916666249,26.66145833333375,0.0,27.915972222222,20.247916666667,85.0
2023-09-18,18,9,2023,17.75,74.333333333333,19.497916666667,16.5875,24.485416666667,0.51875,29.735416666667,74.688541666667,1.628125,176.78125,94.660416666667,27.87,23.47,0.29,3,1,29.583333333333332,74.333333333333,30.60677083333375,24.372395833333748,0.0,29.735416666667003,16.5875,74.333333333333
2023-09-19,19,9,2023,31.177083333333,95.916666666667,28.25,14.855208333333,17.33125,0.80625,33.252083333333,71.846875,0.83020833333333,188.40625,104.81458333333,29.34,23.71,0.0,3,1,51.961805555555,95.916666666667,21.6640625,35.3125,0.0,33.252083333333,14.855208333333001,95.916666666667
2023-09-20,20,9,2023,51.25,134.29166666667,41.533333333333,15.461458333333,25.845833333333,1.0481060606061,49.404513888889,71.940625,0.41458333333333,184.44791666667,104.78229166667,30.31,23.73,0.01,3,1,85.41666666666666,122.86111111111335,32.30729166666625,51.916666666666245,0.0,49.404513888889,15.461458333333,122.86111111111335
2023-09-21,21,9,2023,47.760416666667,131.5,33.040625,15.867708333333,23.245833333333,0.85729166666667,44.113541666667,72.892708333333,0.56875,190.08333333333,101.39479166667,30.75,23.91,0.59,3,1,79.600694444445,121.0,29.05729166666625,41.30078125,0.0,44.113541666667,15.867708333333,121.0
2023-09-22,22,9,2023,58.625,141.54166666667,42.877083333333,17.221875,19.939473684211,0.934375,48.741666666667,73.532291666667,0.44270833333333,185.90625,99.045833333333,30.41,23.64,0.49,3,1,97.70833333333334,127.69444444444667,24.924342105263747,53.596354166666245,0.0,48.741666666666994,17.221875,127.69444444444667
2023-09-23,23,9,2023,45.739583333333,129.41666666667,38.521875,17.429166666667,13.438043478261,0.89083333333333,37.721875,83.780208333333,0.63645833333333,197.76041666667,75.51875,30.19,23.78,1.7312499999999995,3,0,76.23263888888835,119.61111111111335,16.79755434782625,48.15234375,0.0,37.721875,17.429166666667,119.61111111111335
2023-09-24,24,9,2023,56.135416666667,149.16666666667,38.577083333333,17.914583333333,5.9125,1.4329861111111,35.475,79.304166666667,0.49270833333333,190.03125,96.372916666667,29.7,22.82,1.7312499999999995,3,0,93.55902777777833,132.77777777778,7.390625,48.221354166666245,0.0,35.475,17.914583333333,132.77777777778
2023-09-25,25,9,2023,65.260416666667,167.16666666667,53.328125,19.061458333333,13.810317460317,1.2576388888889,69.873913043478,73.733333333333,0.42083333333333,166.5625,103.79375,29.46,22.23,0.05,3,1,117.53472222222332,144.77777777778,17.26289682539625,66.66015625,0.0,69.873913043478,19.061458333333,144.77777777778
2023-09-26,26,9,2023,76.0,188.25,49.765625,19.085416666667,7.7734848484848,1.1541666666667,57.617708333333,71.638541666667,0.46145833333333,176.05208333333,98.783333333333,29.15,20.84,0.02,3,1,153.33333333333334,158.83333333333334,9.716856060606,62.20703125,0.0,57.617708333333,19.085416666667,158.83333333333334
2023-09-27,27,9,2023,59.572916666667,177.83333333333,43.891666666667,18.176041666667,6.86375,1.1145833333333,35.674305555555,69.973958333333,0.51770833333333,176.86458333333,106.62083333333,28.34,18.73,0.0,3,1,99.288194444445,151.88888888888667,8.5796875,54.86458333333375,0.0,35.674305555555,18.176041666667,151.88888888888667
2023-09-28,28,9,2023,70.760416666667,195.54166666667,45.377083333333,16.514583333333,8.45875,0.92625,47.082638888889,69.976041666667,0.43229166666667,182.44791666667,106.66875,27.16,16.83,0.0,3,1,135.86805555555665,163.69444444444667,10.5734375,56.721354166666245,0.0,47.08263888888901,16.514583333333,163.69444444444667
2023-09-29,29,9,2023,80.989583333333,215.0,53.638541666667,16.9625,5.6133333333333,1.3738095238095,56.634722222222,68.977083333333,0.43333333333333,185.76041666667,102.71041666667,27.27,15.7,0.0,3,1,169.9652777777767,176.66666666666669,7.016666666666626,67.04817708333375,0.0,56.634722222222,16.9625,176.66666666666669
2023-09-30,30,9,2023,73.333333333333,199.70833333333,47.6875,18.155208333333,4.6341666666667,1.0052083333333,50.860416666667,66.290625,0.546875,175.57291666667,98.445833333333,27.62,14.91,0.0,3,0,144.44444444444335,166.47222222222,5.792708333333374,59.609375,0.0,50.860416666667,18.155208333333,166.47222222222
2023-10-01,1,10,2023,73.135416666667,201.875,46.98125,18.310416666667,3.0277777777778,0.96979166666667,48.069791666667,64.5,0.49375,173.67708333333,95.645833333333,26.93,13.65,0.0,3,0,143.7847222222233,167.91666666666669,3.78472222222225,58.7265625,0.0,48.069791666666994,18.310416666667,167.91666666666669
2023-10-02,2,10,2023,71.0625,194.54166666667,47.722916666667,16.95,6.2548245614035,0.93571428571429,45.382291666667,61.815625,0.47604166666667,180.13541666667,98.3625,26.56,12.54,0.0,3,1,136.875,163.02777777778,7.818530701754375,59.65364583333375,0.0,45.382291666666994,16.95,163.02777777778
2023-10-03,3,10,2023,64.427083333333,193.79166666667,51.648958333333,16.807291666667,6.5630434782609,1.1510869565217,42.639583333333,58.284375,0.62395833333333,186.92708333333,100.4,26.15,10.3,0.0,3,1,114.75694444444333,162.52777777778,8.203804347826125,64.56119791666625,0.0,42.639583333333,16.807291666667,162.52777777778
2023-10-04,4,10,2023,77.729166666667,217.375,55.489583333333,19.696875,8.5545833333333,1.025,47.209375,62.651041666667,0.64375,182.96875,98.764583333333,26.08,12.68,0.0,3,1,159.0972222222233,178.25,10.693229166666624,69.36197916666626,0.0,47.209375,19.696875,178.25
2023-10-05,5,10,2023,95.239583333333,254.08333333333,57.422916666667,20.365625,11.6,1.1625,51.928125,63.094791666667,0.54895833333333,185.70833333333,98.561458333333,26.95,13.4,0.0,3,1,217.46527777777666,204.08333333333,14.5,71.77864583333374,0.0,51.928125,20.365625,217.46527777777666
2023-10-06,6,10,2023,95.770833333333,258.625,60.53125,20.988541666667,11.452192982456,1.2018518518518,43.93125,62.698958333333,0.465625,180.5625,99.352083333333,26.98,13.19,0.0,3,1,219.23611111111,208.625,14.315241228069999,75.6640625,0.0,43.93125,20.988541666667,219.23611111111
2023-10-07,7,10,2023,81.635416666667,224.13333333333,44.276041666667,24.045833333333,7.15375,0.98333333333333,32.219791666667,66.847916666667,0.52916666666667,173.82291666667,99.465625,27.87,16.09,0.0,3,0,172.11805555555665,182.75555555555331,8.9421875,55.34505208333375,0.0,32.219791666667,24.045833333332997,182.75555555555331
2023-10-08,8,10,2023,70.75,205.6875,33.948958333333,25.126041666667,12.570454545454,1.059375,27.984375,69.509375,0.57291666666667,186.26041666667,99.35625,29.09,17.44,0.0,3,0,135.83333333333334,170.45833333333331,15.7130681818175,42.43619791666625,0.0,27.984375,25.126041666667003,170.45833333333331
2023-10-09,9,10,2023,58.847222222222,176.75,28.252777777778,24.241666666667,8.3464285714286,0.76333333333333,34.485648148148,65.023611111111,0.625,188.08333333333,128.76805555556,29.47,18.81,0.0,3,1,98.07870370370333,151.16666666666666,10.433035714285749,35.3159722222225,0.0,34.485648148148,24.241666666667,151.16666666666666
2023-10-10,10,10,2023,72.980769230769,215.94230769231,64.543181818182,21.629545454545,32.354166666667,0.94895833333333,44.225,58.592857142857,0.59107142857143,177.19642857143,115.62857142857,28.69,17.76,0.0,3,1,143.26923076923,177.29487179487333,40.44270833333375,80.67897727272751,0.0,44.225,21.629545454545,177.29487179487333
2023-10-11,11,10,2023,91.21875,228.75,52.038541666667,19.494791666667,18.428787878788,0.90263157894737,38.314583333333,62.986458333333,0.58333333333333,178.64583333333,98.434375,26.75,14.33,0.0,3,1,204.0625,185.83333333333331,23.035984848485,65.04817708333375,0.0,38.314583333333,19.494791666667,204.0625
2023-10-12,12,10,2023,98.552083333333,257.90625,56.394097222222,19.992361111111,17.6175,1.1631578947368,47.620833333333,62.8375,0.48854166666667,181.46875,100.05729166667,26.49,12.83,0.0,3,1,228.50694444444335,207.90625,22.021875,70.4926215277775,0.0,47.620833333333,19.992361111111,228.50694444444335
2023-10-13,13,10,2023,116.21875,300.53260869565,64.244696969697,22.300378787879,22.645454545454,1.1972222222222,62.319791666667,64.020833333333,0.50208333333333,175.73958333333,94.552083333333,27.23,13.15,0.0,3,1,287.3958333333333,250.53260869565003,28.306818181817498,80.30587121212125,0.0,62.319791666667,22.300378787879005,287.3958333333333
2023-10-14,14,10,2023,116.83333333333,281.89583333333,50.197916666667,28.051041666667,22.351041666667,0.98541666666667,56.957291666667,65.275,0.459375,180.07291666667,93.789583333333,27.69,13.94,0.0,3,0,289.4444444444333,231.89583333333002,27.93880208333375,62.74739583333375,0.0,56.957291666667,28.051041666667,289.4444444444333
2023-10-15,15,10,2023,95.947916666667,254.05555555556,46.561458333333,25.196875,14.116666666667,0.96217948717949,57.771875,66.266666666667,0.50416666666667,167.30208333333,90.770833333333,27.46,14.84,0.18,3,0,219.82638888889,204.05555555556,17.645833333333748,58.20182291666625,0.0,57.771875,25.196875,219.82638888889
2023-10-16,16,10,2023,83.076086956522,241.20486111111,26.413541666667,24.885416666667,14.219791666667,0.73815789473684,53.623611111111,65.019791666667,1.2166666666667,179.55208333333,77.986458333333,24.34,17.44,1.7312499999999995,3,1,176.92028985507335,194.13657407407334,17.774739583333748,33.016927083333755,0.0,53.623611111111,24.885416666667,194.13657407407334
2023-10-17,17,10,2023,64.041666666667,139.47916666667,37.203125,24.884375,25.834027777778,0.75666666666667,46.9375,79.414583333333,0.61145833333333,173.64583333333,58.244791666667,23.73,15.99,1.7312499999999995,3,1,113.47222222222332,126.31944444444667,32.2925347222225,46.50390625,0.0,46.9375,24.884375,126.31944444444667
2023-10-18,18,10,2023,66.427083333333,138.13541666667,27.579166666667,25.530208333333,33.83125,0.92777777777778,45.163541666667,67.246875,0.53125,176.19791666667,102.95,23.58,13.76,0.0,3,1,121.42361111111,125.42361111111335,42.28906249999999,34.473958333333755,0.0,45.163541666666994,25.530208333332997,125.42361111111335
2023-10-19,19,10,2023,75.260416666667,157.33333333333,30.064166666667,21.5765625,22.4,0.72291666666667,54.95625,66.520833333333,0.48645833333333,175.65625,103.703125,23.21,13.12,0.0,3,1,150.86805555555665,138.22222222222,28.0,37.580208333333744,0.0,54.95625,21.5765625,150.86805555555665
2023-10-20,20,10,2023,106.34210526316,195.21052631579,26.816666666667,12.37037037037,13.278333333333,1.0833333333333,88.163333333333,66.895,0.4425,176.2625,120.9275,23.42,12.85,0.0,3,1,254.4736842105333,163.47368421052667,16.59791666666625,33.520833333333755,0.0,88.163333333333,12.37037037037,254.4736842105333
2023-10-21,21,10,2023,156.48076923077,284.59615384615,55.572916666667,21.304166666667,27.269230769231,1.1072916666667,86.415909090909,60.310714285714,0.30892857142857,161.44642857143,121.675,23.25,11.9,0.0,3,0,328.06213017751537,234.59615384615,34.08653846153875,69.46614583333374,0.0,86.415909090909,21.304166666667,328.06213017751537
