Date,Day,Month,Year,PM25,PM10,NO2,NH3,SO2,CO,Ozone,RH,WS,WD,SR,Temp,Dew,Pre,Season,IsWeekday,PM25_AQI,PM10_AQI,SO2_AQI,NO2_AQI,CO_AQI,Ozone_AQI,NH3_AQI,AQI
2017-01-01,1,1,2017,80.47,326.82,56.41,55.61,28.14,3.0304687499999985,21.92,75.23,0.87,192.24,74.27,14.83,4.92,0.0,0,0,168.23333333333335,276.82,35.175,70.51249999999999,112.88085937499999,21.92,55.61,276.82
2017-01-02,2,1,2017,80.47,323.0,69.2,53.96,21.63,3.0304687499999985,24.35,72.57,0.6,201.23,76.35,15.09,6.27,0.01,0,1,168.23333333333335,273.0,27.0375,86.5,112.88085937499999,24.35,53.96,273.0
2017-01-03,3,1,2017,222.0,361.72,73.33,53.05,28.63,3.0304687499999985,24.44,74.1,0.51,228.49,76.33,16.32,3.85,0.0,0,1,378.46153846153845,314.65000000000003,35.7875,91.6625,112.88085937499999,24.44,53.05,378.46153846153845
2017-01-04,4,1,2017,206.84,303.91,51.46,47.04,22.16,3.0304687499999985,32.17,69.01,0.64,157.43,80.48,16.91,3.27,0.0,0,1,366.8,253.91000000000003,27.7,64.325,112.88085937499999,32.17,47.04,366.8
2017-01-05,5,1,2017,278.41,341.33,64.21,47.16,27.88,3.0304687499999985,32.03,70.46,0.52,191.89,75.36,18.0,1.26,0.0,0,1,500.0,291.33,34.85,80.26249999999999,112.88085937499999,32.03,47.16,500.0
2017-01-06,6,1,2017,201.48,264.7,54.55,48.83,20.29,2.17,29.64,71.89,1.2,149.23,74.12,17.04,1.82,0.18,0,1,362.67692307692306,214.7,25.3625,68.1875,102.125,29.64,48.83,362.67692307692306
2017-01-07,7,1,2017,169.38,180.18,36.81,47.36,23.43,1.73,12.42,83.25,1.43,138.7,19.2,15.85,6.43,1.7312499999999995,0,0,337.9846153846154,153.45333333333335,29.2875,46.0125,86.5,12.42,47.36,337.9846153846154
2017-01-08,8,1,2017,227.85,200.11,55.06,40.08,23.19,1.86,27.26,72.64,0.65,182.67,80.36,13.31,4.88,0.0,0,0,382.96153846153845,166.74,28.9875,68.825,93.0,27.26,40.08,382.96153846153845
2017-01-09,9,1,2017,180.7,232.09,64.17,39.97,27.25,1.99,24.1,73.07,0.71,193.88,85.11,11.69,-0.34,0.0,0,1,346.6923076923077,188.06,34.0625,80.2125,99.5,24.1,39.97,346.6923076923077
2017-01-10,10,1,2017,127.33,190.53,61.33,30.75,24.97,1.65,35.87,56.75,0.93,238.15,96.26,9.56,-8.16,0.0,0,1,305.6384615384615,160.35333333333332,31.2125,76.6625,82.5,35.87,30.75,305.6384615384615
2017-01-11,11,1,2017,184.85,257.43,68.82,34.71,28.07,2.32,38.38,55.52,1.19,253.8,94.71,8.83,-9.39,0.0,0,1,349.88461538461536,207.43,35.0875,86.02499999999999,104.0,38.38,34.71,349.88461538461536
2017-01-12,12,1,2017,278.73,350.79,76.77,44.75,28.77,2.74,43.01,60.27,0.93,236.27,91.0,10.42,-7.49,0.0,0,1,500.0,300.9875,35.9625,95.96249999999999,109.25,43.01,44.75,500.0
2017-01-13,13,1,2017,203.68,438.26,88.99,50.79,34.752500000000005,3.0304687499999985,43.26,59.56,0.79,231.76,88.3,11.75,-6.89,0.0,0,1,364.36923076923074,500.0,43.440625000000004,108.99,112.88085937499999,43.26,50.79,500.0
2017-01-14,14,1,2017,302.5657812499999,541.25,91.95,59.244278273809485,22.57,3.0304687499999985,14.15,78.68,0.3,230.74,14.27390625000126,11.43,-8.02,0.0,0,0,500.0,500.0,28.2125,111.95,112.88085937499999,14.15,59.244278273809485,500.0
2017-01-15,15,1,2017,250.23,302.85,77.86,39.84,29.93,2.46,58.11,40.84,0.92,194.71,127.69,13.79,-5.06,0.03,0,0,500.0,252.85000000000002,37.4125,97.325,105.75,58.11,39.84,500.0
2017-01-16,16,1,2017,186.38,242.74,56.64,47.43,27.5,1.51,27.01,64.76,1.17,166.22,78.6,13.34,-3.1,0.0,0,1,351.0615384615385,195.16,34.375,70.8,75.5,27.01,47.43,351.0615384615385
2017-01-17,17,1,2017,161.43,198.78,52.48,39.02,25.5,1.61,28.01,72.4,1.01,210.69,80.46,10.8,-0.64,0.0,0,1,331.8692307692308,165.85333333333335,31.875,65.6,80.5,28.01,39.02,331.8692307692308
2017-01-18,18,1,2017,201.87,262.65,84.59,45.88,28.64,2.0,23.59,67.75,0.66,194.35,83.39,12.37,-1.88,0.0,0,1,362.9769230769231,212.64999999999998,35.8,104.59,100.0,23.59,45.88,362.9769230769231
2017-01-19,19,1,2017,165.2,200.02,65.6,45.21,24.01,1.49,35.0,64.17,1.06,205.39,93.36,11.91,-2.52,0.0,0,1,334.7692307692308,166.68,30.0125,82.0,74.5,35.0,45.21,334.7692307692308
2017-01-20,20,1,2017,155.11,231.93,67.38,43.68,25.38,1.66,41.43,62.56,1.02,237.38,98.23,11.34,-2.42,0.0,0,1,327.0076923076923,187.95333333333332,31.725,84.225,83.0,41.43,43.68,327.0076923076923
2017-01-21,21,1,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,13.62,-4.49,0.05,0,0,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-01-22,22,1,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,16.2,0.66,0.04,0,0,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-01-23,23,1,2017,177.05,318.2,86.74,46.6,30.58,3.0304687499999985,42.8,55.15,0.81,203.9,114.28,16.11,0.86,0.0,0,1,343.8846153846154,268.2,38.225,106.74,112.88085937499999,42.8,46.6,343.8846153846154
2017-01-24,24,1,2017,279.09,424.64,94.59,55.92,28.22,3.0304687499999985,33.22,67.02,0.55,218.63,87.24,17.11,2.86,0.0,0,1,500.0,393.29999999999995,35.275,114.59,112.88085937499999,33.22,55.92,500.0
2017-01-25,25,1,2017,270.85,375.59,78.25,55.93,25.3,3.0304687499999985,27.79,68.84,1.38,160.39,63.92,18.8,5.06,0.27,0,1,500.0,331.98749999999995,31.625,97.8125,112.88085937499999,27.79,55.93,500.0
2017-01-26,26,1,2017,152.51,164.45,54.77,48.92,25.63,1.44,16.27,80.54,0.93,154.56,14.27390625000126,17.25,9.06,1.7312499999999995,0,1,325.0076923076923,142.96666666666667,32.0375,68.4625,72.0,16.27,48.92,325.0076923076923
2017-01-27,27,1,2017,77.05,92.74,39.48,31.11,24.75,1.06,27.46,77.16,1.49,243.1,86.98,13.73,9.03,1.7312499999999995,0,1,156.83333333333331,92.73999999999998,30.9375,49.349999999999994,53.0,27.46,31.11,156.83333333333331
2017-01-28,28,1,2017,119.0,185.73,42.3,28.58,24.78,1.23,24.82,78.65,1.27,224.43,91.55,13.48,7.21,0.0,0,0,296.6666666666667,157.1533333333333,30.975,52.875,61.5,24.82,28.58,296.6666666666667
2017-01-29,29,1,2017,80.47,224.95,41.71,30.04,25.16,1.2,27.7,75.83,1.32,223.09,98.87,14.84,4.42,0.0,0,0,168.23333333333335,183.29999999999998,31.45,52.1375,60.0,27.7,30.04,183.29999999999998
2017-01-30,30,1,2017,68.37,318.75,61.34,37.97,26.61,2.43,43.21,73.9,0.74,226.82,98.41,15.87,2.98,0.0,0,1,127.90000000000002,268.75,33.2625,76.67500000000001,105.375,43.21,37.97,268.75
2017-01-31,31,1,2017,131.88,314.67,71.58,43.23,25.06,2.24,29.19,70.43,0.78,178.95,106.76,15.98,4.29,0.0,0,1,309.1384615384615,264.67,31.325,89.475,103.0,29.19,43.23,309.1384615384615
2017-02-01,1,2,2017,166.77,276.65,66.92,35.76,27.75,2.64,28.08,71.62,1.01,238.77,106.98,14.92,4.3,0.0,0,1,335.9769230769231,226.64999999999998,34.6875,83.65,108.0,28.08,35.76,335.9769230769231
2017-02-02,2,2,2017,241.33,384.19,82.19,39.87,27.92,3.0304687499999985,33.18,66.23,0.6,187.86,105.82,15.23,2.22,0.0,0,1,393.33076923076925,342.7375,34.9,102.19,112.88085937499999,33.18,39.87,393.33076923076925
2017-02-03,3,2,2017,256.89,412.71,82.9,42.09,26.24,3.0304687499999985,26.34,67.98,0.67,188.56,109.36,16.0,3.5,0.0,0,1,500.0,378.3875,32.8,102.9,112.88085937499999,26.34,42.09,500.0
2017-02-04,4,2,2017,214.21,320.79,54.86,42.42,22.29,2.17,30.39,73.02,1.67,155.8,90.11,17.58,4.21,0.0,0,0,372.46923076923076,270.79,27.8625,68.575,102.125,30.39,42.42,372.46923076923076
2017-02-05,5,2,2017,180.1,274.15,48.92,35.56,26.22,2.11,39.47,69.8,1.61,170.63,80.38,17.1,6.92,0.24,0,0,346.2307692307692,224.14999999999998,32.775,61.150000000000006,101.375,39.47,35.56,346.2307692307692
2017-02-06,6,2,2017,189.92,328.74,54.78,33.0,24.23,1.98,19.87,66.1,1.13,197.28,101.64,14.12,1.34,0.0,0,1,353.7846153846154,278.74,30.2875,68.475,99.0,19.87,33.0,353.7846153846154
2017-02-07,7,2,2017,84.89,205.89,60.48,25.3,24.53,1.33,33.83,56.64,1.25,201.14,119.04,13.32,0.15,0.0,0,1,182.96666666666667,170.5933333333333,30.6625,75.6,66.5,33.83,25.3,182.96666666666667
2017-02-08,8,2,2017,151.24,302.07,69.88,26.82,26.05,2.12,35.2,59.84,0.98,257.22,109.73,15.41,0.08,0.0,0,1,324.03076923076924,252.07,32.5625,87.35,101.5,35.2,26.82,324.03076923076924
2017-02-09,9,2,2017,136.42,286.81,81.22,33.75,29.05,1.81,37.32,60.28,1.18,215.53,113.13,14.04,-0.1,0.0,0,1,312.6307692307692,236.81,36.3125,101.22,90.5,37.32,33.75,312.6307692307692
2017-02-10,10,2,2017,78.15,285.14,77.88,36.19,26.86,1.91,34.62,60.16,1.28,243.25,114.81,13.79,0.57,0.0,0,1,160.5,235.14,33.575,97.35,95.5,34.62,36.19,235.14
2017-02-11,11,2,2017,125.0,254.83,52.26,25.9,27.93,1.55,53.26,55.42,1.1,220.79,161.13,15.35,-0.15,0.0,0,0,303.84615384615387,204.83,34.9125,65.325,77.5,53.26,25.9,303.84615384615387
2017-02-12,12,2,2017,129.57,291.05,79.01,31.54,27.59,2.45,70.02,49.15,0.85,182.94,132.04,14.8,-0.34,0.0,0,0,307.36153846153843,241.05,34.4875,98.7625,105.625,70.02,31.54,307.36153846153843
2017-02-13,13,2,2017,137.21,276.68,81.53,33.1,24.68,2.11,45.98,57.88,1.03,213.93,113.73,14.67,0.25,0.0,0,1,313.23846153846154,226.68,30.85,101.53,101.375,45.98,33.1,313.23846153846154
2017-02-14,14,2,2017,162.77,307.35,94.34,34.69,25.46,1.7,47.3,56.67,1.39,244.63,117.36,15.7,0.58,0.0,0,1,332.9,257.35,31.825,114.34,85.0,47.3,34.69,332.9
2017-02-15,15,2,2017,142.71,305.4,92.03,35.27,30.33,1.77,50.88,53.91,1.25,253.85,114.16,18.41,1.94,0.0,0,1,317.46923076923076,255.39999999999998,37.9125,112.03,88.5,50.88,35.27,317.46923076923076
2017-02-16,16,2,2017,128.31,281.3,84.61,39.31,28.96,1.52,54.9,50.88,1.44,218.15,104.98,20.44,5.2,0.0,0,1,306.39230769230767,231.3,36.2,104.61,76.0,54.9,39.31,306.39230769230767
2017-02-17,17,2,2017,101.55,260.34,76.14,38.31,27.41,1.47,62.81,55.68,1.54,236.66,92.87,20.51,7.36,0.0,0,1,238.5,210.33999999999997,34.2625,95.175,73.5,62.81,38.31,238.5
2017-02-18,18,2,2017,113.43,265.73,82.79,41.35,27.29,1.85,54.05,60.99,0.96,229.04,106.91,20.85,7.29,0.0,0,0,278.1,215.73000000000002,34.1125,102.79,92.5,54.05,41.35,278.1
2017-02-19,19,2,2017,113.88,238.24,68.78,40.74,22.84,1.67,49.83,61.71,1.09,242.25,145.6,22.69,7.15,0.0,0,0,279.59999999999997,192.16,28.55,85.975,83.5,49.83,40.74,279.59999999999997
2017-02-20,20,2,2017,127.45,368.47,71.39,33.07,25.89,2.83,59.93,48.14,1.02,221.57,123.58,22.55,5.37,0.0,0,1,305.7307692307692,323.08750000000003,32.3625,89.2375,110.375,59.93,33.07,323.08750000000003
2017-02-21,21,2,2017,116.51,344.15,56.7,34.55,26.14,1.76,62.98,61.65,1.76,247.24,110.97,18.17,0.01,0.0,0,1,288.3666666666667,294.15,32.675,70.875,88.0,62.98,34.55,294.15
2017-02-22,22,2,2017,94.6,283.86,62.24,25.15,24.56,1.73,70.12,52.24,1.16,205.45,120.5,18.34,-6.43,0.0,0,1,215.33333333333331,233.86,30.7,77.8,86.5,70.12,25.15,233.86
2017-02-23,23,2,2017,105.91,257.13,72.3,30.15,28.26,1.41,21.47,55.04,1.26,265.07,65.06,16.83,-4.63,0.0,0,1,253.0333333333333,207.13,35.325,90.375,70.5,21.47,30.15,253.0333333333333
2017-02-24,24,2,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,17.04,-5.44,0.0,0,1,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-02-25,25,2,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,19.17,-4.88,0.0,0,0,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-02-26,26,2,2017,72.01,238.64,53.25,15.51,28.51,1.47,93.36369791666624,33.94,1.815,228.87,177.7,19.13,-3.31,0.0,0,0,140.03333333333336,192.42666666666665,35.6375,66.5625,73.5,93.36369791666624,15.51,192.42666666666665
2017-02-27,27,2,2017,99.6,281.64,69.62,19.16,31.81,2.14,84.78,43.65,1.14,207.78,124.06,20.11,-3.8,0.0,0,1,231.99999999999997,231.64,39.7625,87.025,101.75,84.78,19.16,231.99999999999997
2017-02-28,28,2,2017,179.0,444.74,110.47,28.2,34.752500000000005,3.0304687499999985,23.07,59.07,0.45,231.64,39.39,22.69,-2.27,0.0,0,1,345.38461538461536,500.0,43.440625000000004,130.47,112.88085937499999,23.07,28.2,500.0
2017-03-01,1,3,2017,134.62,346.46,84.06,29.4,28.74,2.78,50.44,46.6,1.1,191.96,104.66,23.22,3.08,0.08,1,1,311.24615384615385,296.46,35.925,104.06,109.75,50.44,29.4,311.24615384615385
2017-03-02,2,3,2017,116.04,277.32,70.31,32.31,28.72,1.67,11.85,58.87,0.76,203.18,41.6,21.69,3.39,1.14,1,1,286.8,227.32,35.9,87.8875,83.5,11.85,32.31,286.8
2017-03-03,3,3,2017,76.31,219.95,53.98,19.59,28.4,1.4,64.54,42.62,1.23,172.91,114.91,20.11,-2.57,0.01,1,1,154.36666666666667,179.96666666666664,35.5,67.475,70.0,64.54,19.59,179.96666666666664
2017-03-04,4,3,2017,89.75,231.91,52.91,19.68,28.15,1.35,75.82,43.09,1.42,223.3,125.65,18.26,-4.31,0.0,1,0,199.16666666666669,187.94,35.1875,66.13749999999999,67.5,75.82,19.68,199.16666666666669
2017-03-05,5,3,2017,98.49,249.44,48.72,18.88,32.01,1.39,79.84,40.09,1.63,219.12,127.35,19.17,-2.98,0.0,1,0,228.29999999999998,199.62666666666667,40.0125,60.9,69.5,79.84,18.88,228.29999999999998
2017-03-06,6,3,2017,87.47,244.33,48.02,15.32,34.752500000000005,1.48,85.47,37.8,1.67,232.06,125.67,20.87,-1.5,0.0,1,1,191.56666666666666,196.22000000000003,43.440625000000004,60.025000000000006,74.0,85.47,15.32,196.22000000000003
2017-03-07,7,3,2017,120.8,288.27,62.83,17.34,34.752500000000005,2.29,65.27,42.17,0.96,222.47,117.01,22.82,-0.52,0.0,1,1,300.61538461538464,238.26999999999998,43.440625000000004,78.5375,103.625,65.27,17.34,300.61538461538464
2017-03-08,8,3,2017,74.77,224.25,50.08,18.14,32.01,1.21,54.25,43.08,1.54,133.48,105.18,21.37,3.65,0.11,1,1,149.23333333333332,182.83333333333331,40.0125,62.599999999999994,60.5,54.25,18.14,182.83333333333331
2017-03-09,9,3,2017,57.5,168.84,43.81,22.27,27.13,1.16,27.88,58.26,1.63,158.98,105.37,21.74,6.44,1.7312499999999995,1,1,95.83333333333334,145.89333333333332,33.9125,54.7625,58.0,27.88,22.27,145.89333333333332
2017-03-10,10,3,2017,42.43,128.24,31.64,20.17,26.47,1.0,39.47,61.06,1.79,159.54,102.38,20.23,7.95,1.7312499999999995,1,1,70.71666666666667,118.82666666666667,33.0875,39.55,50.0,39.47,20.17,118.82666666666667
2017-03-11,11,3,2017,45.86,133.44,28.45,12.98,28.46,1.16,93.36369791666624,54.6,1.23,161.51,111.12,16.86,5.3,1.7312499999999995,1,0,76.43333333333334,122.29333333333334,35.575,35.5625,58.0,93.36369791666624,12.98,122.29333333333334
2017-03-12,12,3,2017,72.03,165.6,32.13,15.27,27.27,1.28,72.67,53.02,1.17,184.67,134.46,16.48,-1.86,0.0,1,0,140.1,143.73333333333332,34.0875,40.16250000000001,64.0,72.67,15.27,143.73333333333332
2017-03-13,13,3,2017,67.58,165.84,26.03,14.65,25.88,1.25,90.7,44.94,1.25,214.06,139.35,16.92,-2.95,0.0,1,1,125.26666666666665,143.89333333333332,32.35,32.5375,62.5,90.7,14.65,143.89333333333332
2017-03-14,14,3,2017,78.42,207.25,43.41,16.41,26.59,1.87,73.82,47.9,0.85,213.49,134.74,19.22,-2.07,0.0,1,1,161.4,171.5,33.2375,54.262499999999996,93.5,73.82,16.41,171.5
2017-03-15,15,3,2017,98.05,251.38,40.56,16.13,27.65,1.97,59.3,46.95,1.08,212.32,135.28,20.11,-0.13,0.0,1,1,226.83333333333331,201.38,34.5625,50.7,98.5,59.3,16.13,226.83333333333331
2017-03-16,16,3,2017,110.04,282.08,34.83,14.37,30.75,1.76,46.07,43.24,0.8,199.51,124.42,20.9,2.06,0.0,1,1,266.8,232.07999999999998,38.4375,43.5375,88.0,46.07,14.37,266.8
2017-03-17,17,3,2017,107.15,264.7,31.79,17.46,29.61,1.87,50.47,51.81,1.37,186.34,139.99,20.67,4.34,0.0,1,1,257.1666666666667,214.7,37.0125,39.7375,93.5,50.47,17.46,257.1666666666667
2017-03-18,18,3,2017,96.88,251.44,44.72,16.93,29.88,1.85,68.63,44.77,0.94,215.6,133.14,22.52,1.19,0.0,1,0,222.9333333333333,201.44,37.35,55.9,92.5,68.63,16.93,222.9333333333333
2017-03-19,19,3,2017,101.74,269.59,53.91,19.97,27.38,2.13,75.65,48.36,1.0,225.88,123.72,23.19,3.55,0.0,1,0,239.13333333333333,219.58999999999997,34.225,67.38749999999999,101.625,75.65,19.97,239.13333333333333
2017-03-20,20,3,2017,116.64,291.95,46.39,21.33,31.24,1.73,79.93,47.74,1.38,229.93,135.25,23.37,0.48,0.0,1,1,288.8,241.95,39.05,57.9875,86.5,79.93,21.33,288.8
2017-03-21,21,3,2017,120.41,312.73,46.67,16.87,34.08,2.26,78.89,41.72,1.33,240.43,133.13,25.57,0.93,0.0,1,1,300.31538461538463,262.73,42.6,58.337500000000006,103.25,78.89,16.87,300.31538461538463
2017-03-22,22,3,2017,133.13,330.84,48.84,19.2,27.09,1.99,26.07,53.78,1.04,255.12,90.16,27.54,2.21,0.0,1,1,310.1,280.84,33.8625,61.050000000000004,99.5,26.07,19.2,310.1
2017-03-23,23,3,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,28.41,3.71,0.0,1,1,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-03-24,24,3,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,27.69,5.15,0.0,1,1,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-03-25,25,3,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,27.23,-0.21,0.0,1,0,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-03-26,26,3,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,28.76,2.86,0.0,1,0,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-03-27,27,3,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,29.94,5.16,0.0,1,1,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-03-28,28,3,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,30.71,5.05,0.0,1,1,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-03-29,29,3,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,31.19,3.64,0.0,1,1,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-03-30,30,3,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,31.69,6.79,0.0,1,1,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-03-31,31,3,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,31.38,3.05,0.0,1,1,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-04-01,1,4,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,30.94,2.03,0.0,1,0,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-04-02,2,4,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,31.01,2.13,0.0,1,0,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-04-03,3,4,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,30.76,1.01,0.0,1,1,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-04-04,4,4,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,31.16,3.82,0.0,1,1,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-04-05,5,4,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,30.64,11.27,1.7312499999999995,1,1,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-04-06,6,4,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,29.41,7.06,1.7312499999999995,1,1,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-04-07,7,4,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,25.61,-2.41,0.03,1,1,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-04-08,8,4,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,25.23,-4.22,0.0,1,0,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-04-09,9,4,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,24.97,-3.86,0.0,1,0,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-04-10,10,4,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,26.26,-3.4,0.0,1,1,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-04-11,11,4,2017,82.04,232.2,28.69,11.47,34.752500000000005,1.5,13.99,22.06,1.23,71.64,15.6,27.86,-1.45,0.0,1,1,173.4666666666667,188.13333333333333,43.440625000000004,35.8625,75.0,13.99,11.47,188.13333333333333
2017-04-12,12,4,2017,126.85,258.61,24.4,12.49,34.752500000000005,2.28,37.47,27.83,1.34,72.03,141.11,29.67,-1.22,0.0,1,1,305.2692307692308,208.61,43.440625000000004,30.5,103.5,37.47,12.49,305.2692307692308
2017-04-13,13,4,2017,164.81,331.67,33.93,4.66,34.752500000000005,3.0304687499999985,46.57,26.51,0.81,72.11,140.93,31.27,-2.08,0.0,1,1,334.46923076923076,281.67,43.440625000000004,42.4125,112.88085937499999,46.57,4.66,334.46923076923076
2017-04-14,14,4,2017,185.27,354.3,41.71,8.79,34.752500000000005,3.0304687499999985,64.48,29.81,0.69,72.01,135.35,33.26,-3.38,0.0,1,1,350.2076923076923,305.375,43.440625000000004,52.1375,112.88085937499999,64.48,8.79,350.2076923076923
2017-04-15,15,4,2017,188.89,347.91,39.88,13.44,34.752500000000005,2.99,58.73,28.08,0.91,71.87,135.63,33.27,-0.33,0.0,1,0,352.9923076923077,297.91,43.440625000000004,49.85000000000001,112.375,58.73,13.44,352.9923076923077
2017-04-16,16,4,2017,179.77,360.86,46.69,13.24,34.752500000000005,2.66,83.21,28.32,0.67,71.9,133.9,33.94,-0.57,0.0,1,0,345.9769230769231,313.57500000000005,43.440625000000004,58.3625,108.25,83.21,13.24,345.9769230769231
2017-04-17,17,4,2017,156.99,376.42,41.15,14.12,34.752500000000005,1.62,83.81,35.12,0.98,71.68,133.94,35.14,0.15,0.0,1,1,328.45384615384614,333.02500000000003,43.440625000000004,51.4375,81.0,83.81,14.12,333.02500000000003
2017-04-18,18,4,2017,180.83,372.79,38.02,13.55,34.752500000000005,1.87,68.43,28.47,0.91,71.69,132.82,34.83,0.98,0.0,1,1,346.7923076923077,328.4875,43.440625000000004,47.525000000000006,93.5,68.43,13.55,346.7923076923077
2017-04-19,19,4,2017,141.22,327.54,34.76,8.52,34.752500000000005,2.89,16.68,20.28375000000001,1.17,71.6,138.24,35.04,1.51,0.0,1,1,316.32307692307694,277.54,43.440625000000004,43.45,111.125,16.68,8.52,316.32307692307694
2017-04-20,20,4,2017,144.56,332.72,43.51,9.72,34.752500000000005,3.0304687499999985,21.8,28.48,0.54,71.82,47.51,35.54,5.13,0.0,1,1,318.89230769230767,282.72,43.440625000000004,54.387499999999996,112.88085937499999,21.8,9.72,318.89230769230767
2017-04-21,21,4,2017,171.87,418.14,24.9,14.76,34.752500000000005,1.41,87.65,39.97,1.66,71.6,183.14,36.08,7.17,0.0,1,1,339.9,385.17499999999995,43.440625000000004,31.125,70.5,87.65,14.76,385.17499999999995
2017-04-22,22,4,2017,80.47,195.74,47.000625,26.25,14.275,1.25,39.47,62.5219791666665,0.72,186.913541666665,104.435,35.62,6.61,0.03,1,0,168.23333333333335,163.82666666666665,17.84375,58.75078125,62.5,39.47,26.25,168.23333333333335
2017-04-23,23,4,2017,121.69,293.26,38.66,9.78,34.752500000000005,1.25,39.47,25.99,0.61,71.83,19.52,33.33,6.69,1.03,1,0,301.3,243.26,43.440625000000004,48.324999999999996,62.5,39.47,9.78,301.3
